"u","i"
"-2,955","-49,99"
"-2,939","-49,99"
"-2,923","-49,99"
"-2,907","-49,99"
"-2,891","-49,99"
"-2,875","-49,99"
"-2,859","-49,99"
"-2,843","-49,99"
"-2,827","-49,99"
"-2,811","-49,99"
"-2,795","-49,99"
"-2,779","-49,99"
"-2,763","-49,99"
"-2,747","-49,99"
"-2,731","-49,99"
"-2,715","-49,99"
"-2,699","-49,99"
"-2,683","-49,99"
"-2,667","-49,99"
"-2,651","-49,99"
"-2,635","-49,99"
"-2,619","-49,99"
"-2,603","-49,99"
"-2,587","-49,99"
"-2,571","-49,99"
"-2,555","-49,99"
"-2,539","-49,99"
"-2,523","-49,99"
"-2,507","-49,99"
"-2,491","-49,99"
"-2,475","-49,99"
"-2,458","-49,99"
"-2,442","-49,99"
"-2,426","-49,99"
"-2,41","-49,99"
"-2,394","-49,99"
"-2,378","-49,99"
"-2,362","-49,99"
"-2,346","-49,99"
"-2,33","-49,99"
"-2,314","-49,99"
"-2,298","-49,99"
"-2,282","-49,99"
"-2,266","-49,99"
"-2,25","-49,99"
"-2,234","-49,99"
"-2,218","-49,99"
"-2,202","-49,99"
"-2,186","-49,99"
"-2,17","-49,99"
"-2,154","-49,99"
"-2,138","-49,99"
"-2,122","-49,99"
"-2,106","-49,99"
"-2,09","-49,99"
"-2,074","-49,99"
"-2,058","-49,99"
"-2,042","-49,99"
"-2,026","-49,99"
"-2,01","-49,99"
"-1,994","-49,99"
"-1,978","-49,99"
"-1,962","-49,99"
"-1,946","-49,99"
"-1,93","-49,99"
"-1,914","-49,99"
"-1,898","-49,99"
"-1,882","-49,99"
"-1,866","-49,99"
"-1,85","-49,99"
"-1,834","-49,99"
"-1,818","-49,99"
"-1,802","-49,99"
"-1,786","-49,99"
"-1,77","-49,99"
"-1,754","-49,99"
"-1,738","-49,99"
"-1,722","-49,99"
"-1,706","-49,99"
"-1,69","-49,99"
"-1,674","-49,99"
"-1,658","-49,99"
"-1,642","-49,99"
"-1,626","-49,99"
"-1,61","-49,99"
"-1,594","-49,99"
"-1,578","-49,99"
"-1,562","-49,99"
"-1,546","-49,99"
"-1,53","-49,99"
"-1,514","-49,99"
"-1,498","-49,99"
"-1,482","-49,99"
"-1,465","-49,99"
"-1,449","-49,99"
"-1,433","-49,99"
"-1,417","-49,99"
"-1,401","-49,99"
"-1,385","-49,99"
"-1,369","-49,99"
"-1,353","-49,99"
"-1,337","-49,99"
"-1,321","-49,99"
"-1,305","-49,99"
"-1,289","-49,99"
"-1,273","-49,99"
"-1,257","-49,99"
"-1,241","-49,99"
"-1,225","-49,99"
"-1,209","-49,99"
"-1,193","-49,99"
"-1,177","-49,99"
"-1,161","-49,99"
"-1,145","-49,99"
"-1,129","-49,99"
"-1,113","-49,99"
"-1,097","-49,99"
"-1,081","-49,99"
"-1,065","-49,99"
"-1,049","-49,99"
"-1,033","-49,99"
"-1,017","-49,99"
"-1,001","-49,99"
"-0,985","-49,99"
"-0,969","-49,99"
"-0,953","-49,99"
"-0,937","-49,99"
"-0,9209","-49,99"
"-0,9049","-49,99"
"-0,8889","-49,99"
"-0,8729","-49,99"
"-0,8569","-49,99"
"-0,8409","-49,99"
"-0,8248","-49,99"
"-0,8088","-49,99"
"-0,7928","-49,99"
"-0,7768","-49,99"
"-0,7608","-49,99"
"-0,7448","-49,99"
"-0,7287","-49,99"
"-0,7127","-49,99"
"-0,6967","-49,99"
"-0,6807","-49,99"
"-0,6647","-49,99"
"-0,6487","-49,99"
"-0,6326","-49,99"
"-0,6166","-49,99"
"-0,6006","-49,99"
"-0,5846","-49,99"
"-0,5686","-49,99"
"-0,5526","-49,99"
"-0,5365","-49,99"
"-0,5205","-49,99"
"-0,5045","-49,99"
"-0,4885","-49,99"
"-0,4725","-49,99"
"-0,4565","-49,99"
"-0,4404","-49,99"
"-0,4244","-49,99"
"-0,4084","-49,99"
"-0,3924","-49,99"
"-0,3764","-49,99"
"-0,3604","-49,99"
"-0,3443","-49,99"
"-0,3283","-49,99"
"-0,3123","-49,99"
"-0,2963","-49,99"
"-0,2803","-49,99"
"-0,2643","-49,99"
"-0,2483","-49,99"
"-0,2322","-49,99"
"-0,2162","-49,99"
"-0,2002","-49,99"
"-0,1842","-49,99"
"-0,1682","-49,99"
"-0,1522","-49,99"
"-0,1361","-49,99"
"-0,1201","-49,99"
"-0,1041","-49,99"
"-0,08809","-49,99"
"-0,07207","-49,99"
"-0,05606","-49,99"
"-0,04004","-49,99"
"-0,02402","-49,99"
"-0,008007","50,02"
"0,008009","50,02"
"0,02403","50,02"
"0,04004","50,02"
"0,05606","50,02"
"0,07207","50,02"
"0,08809","50,02"
"0,1041","50,02"
"0,1201","50,02"
"0,1361","50,02"
"0,1522","50,02"
"0,1682","50,02"
"0,1842","50,02"
"0,2002","50,02"
"0,2162","50,02"
"0,2322","50,02"
"0,2483","50,02"
"0,2643","50,02"
"0,2803","50,02"
"0,2963","50,02"
"0,3123","50,02"
"0,3283","50,02"
"0,3444","50,02"
"0,3604","50,02"
"0,3764","50,02"
"0,3924","50,02"
"0,4084","50,02"
"0,4244","50,02"
"0,4404","50,02"
"0,4565","50,02"
"0,4725","50,02"
"0,4885","50,02"
"0,5045","50,02"
"0,5205","50,02"
"0,5365","50,02"
"0,5526","50,02"
"0,5686","50,02"
"0,5846","50,02"
"0,6006","50,02"
"0,6166","50,02"
"0,6326","50,02"
"0,6487","50,02"
"0,6647","50,02"
"0,6807","50,02"
"0,6967","50,02"
"0,7127","50,02"
"0,7287","50,02"
"0,7448","50,02"
"0,7608","50,02"
"0,7768","50,02"
"0,7928","50,02"
"0,8088","50,02"
"0,8248","50,02"
"0,8409","50,02"
"0,8569","50,02"
"0,8729","50,02"
"0,8889","50,02"
"0,9049","50,02"
"0,9209","50,02"
"0,937","50,02"
"0,953","50,02"
"0,969","50,02"
"0,985","50,02"
"1,001","50,02"
"1,017","50,02"
"1,033","50,02"
"1,049","50,02"
"1,065","50,02"
"1,081","50,02"
"1,097","50,02"
"1,113","50,02"
"1,129","50,02"
"1,145","50,02"
"1,161","50,02"
"1,177","50,02"
"1,193","50,02"
"1,209","50,02"
"1,225","50,02"
"1,241","50,02"
"1,257","50,02"
"1,273","50,02"
"1,289","50,02"
"1,305","50,02"
"1,321","50,02"
"1,337","50,02"
"1,353","50,02"
"1,369","50,02"
"1,385","50,02"
"1,401","50,02"
"1,417","50,02"
"1,433","50,02"
"1,449","50,02"
"1,465","50,02"
"1,482","50,02"
"1,498","50,02"
"1,514","50,02"
"1,53","50,02"
"1,546","50,02"
"1,562","50,02"
"1,578","50,02"
"1,594","50,02"
"1,61","50,02"
"1,626","50,02"
"1,642","50,02"
"1,658","50,02"
"1,674","50,02"
"1,69","50,02"
"1,706","50,02"
"1,722","50,02"
"1,738","50,02"
"1,754","50,02"
"1,77","50,02"
"1,786","50,02"
"1,802","50,02"
"1,818","50,02"
"1,834","50,02"
"1,85","50,02"
"1,866","50,02"
"1,882","50,02"
"1,898","50,02"
"1,914","50,02"
"1,93","50,02"
"1,946","50,02"
"1,962","50,02"
"1,978","50,02"
"1,994","50,02"
"2,01","50,02"
"2,026","50,02"
"2,042","50,02"
"2,058","50,02"
"2,074","50,02"
"2,09","50,02"
"2,106","50,02"
"2,122","50,02"
"2,138","50,02"
"2,154","50,02"
"2,17","50,02"
"2,186","50,02"
"2,202","50,02"
"2,218","50,02"
"2,234","50,02"
"2,25","50,02"
"2,266","50,02"
"2,282","50,02"
"2,298","50,02"
"2,314","50,02"
"2,33","50,02"
"2,346","50,02"
"2,362","50,02"
"2,378","50,02"
"2,394","50,02"
"2,41","50,02"
"2,426","50,02"
"2,442","50,02"
"2,458","50,02"
"2,475","50,02"
"2,491","50,02"
"2,507","50,02"
"2,523","50,02"
"2,539","50,02"
"2,555","50,02"
"2,571","50,02"
"2,587","50,02"
"2,603","50,02"
"2,619","50,02"
"2,635","50,02"
"2,651","50,02"
"2,667","50,02"
"2,683","50,02"
"2,699","50,02"
"2,715","50,02"
"2,731","50,02"
"2,747","50,02"
"2,763","50,02"
"2,779","50,02"
"2,795","50,02"
"2,811","50,02"
"2,827","50,02"
"2,843","50,02"
"2,859","50,02"
"2,875","50,02"
"2,891","50,02"
"2,907","50,02"
"2,923","50,02"
"2,939","50,02"
"2,955","50,02"
"2,971","50,02"
"2,987","50,02"
"3,003","50,02"
"3,019","50,02"
"3,035","50,02"
"3,051","50,02"
"3,067","50,02"
"3,083","50,02"
"3,099","50,02"
"3,115","50,02"
"3,131","50,02"
"3,147","50,02"
"3,163","50,02"
"3,179","50,02"
"3,195","50,02"
"3,211","50,02"
"3,227","50,02"
"3,243","50,02"
"3,259","50,02"
"3,275","50,02"
"3,291","50,02"
"3,307","50,02"
"3,323","50,02"
"3,339","50,02"
"3,355","50,02"
"3,371","50,02"
"3,387","50,02"
"3,403","50,02"
"3,419","50,02"
"3,435","50,02"
"3,452","50,02"
"3,468","50,02"
"3,484","50,02"
"3,5","50,02"
"3,516","50,02"
"3,532","50,02"
"3,548","50,02"
"3,564","50,02"
"3,58","50,02"
"3,596","50,02"
"3,612","50,02"
"3,628","50,02"
"3,644","50,02"
"3,66","50,02"
"3,676","50,02"
"3,692","50,02"
"3,708","50,02"
"3,724","50,02"
"3,74","50,02"
"3,756","50,02"
"3,772","50,02"
"3,788","50,02"
"3,804","50,02"
"3,82","50,02"
"3,836","50,02"
"3,852","50,02"
"3,868","50,02"
"3,884","50,02"
"3,9","50,02"
"3,916","50,02"
"3,932","50,02"
"3,948","50,02"
"3,964","50,02"
"3,98","50,02"
"3,996","50,02"
"4,012","50,02"
"4,028","50,02"
"4,044","50,02"
"4,06","50,02"
"4,076","50,02"
"4,092","50,02"
"4,108","50,02"
"4,124","50,02"
"4,14","50,02"
"4,156","50,02"
"4,172","50,02"
"4,188","50,02"
"4,204","50,02"
"4,22","50,02"
"4,236","50,02"
"4,252","50,02"
"4,268","50,02"
"4,284","50,02"
"4,3","50,02"
"4,316","50,02"
"4,332","50,02"
"4,348","50,02"
"4,364","50,02"
"4,38","50,02"
"4,396","50,02"
"4,412","50,02"
"4,428","50,02"
"4,445","50,02"
"4,461","50,02"
"4,477","50,02"
"4,493","50,02"
"4,509","50,02"
"4,525","50,02"
"4,541","50,02"
"4,557","50,02"
"4,573","50,02"
"4,589","50,02"
"4,605","50,02"
"4,621","50,02"
"4,637","50,02"
"4,653","50,02"
"4,669","50,02"
"4,685","50,02"
"4,701","50,02"
"4,717","50,02"
"4,733","50,02"
"4,749","50,02"
"4,765","50,02"
"4,781","50,02"
"4,797","50,02"
"4,813","50,02"
"4,829","50,02"
"4,845","50,02"
"4,861","50,02"
"4,877","50,02"
"4,893","50,02"
"4,909","50,02"
"4,925","50,02"
"4,941","50,02"
"4,957","50,02"
"4,973","50,02"
"4,989","50,02"
"5,005","50,02"
"5,021","50,02"
"5,037","50,02"
"5,053","50,02"
"5,069","50,02"
"5,085","50,02"
"5,101","50,02"
"5,117","50,02"
"5,133","50,02"
"5,149","50,02"
"5,165","50,02"
"5,181","50,02"
"5,197","50,02"
"5,213","50,02"
"5,229","50,02"
"5,245","50,02"
"5,261","50,02"
"5,277","50,02"
"5,293","50,02"
"5,309","50,02"
"5,325","50,02"
"5,341","50,02"
"5,357","50,02"
"5,373","50,02"
"5,389","50,02"
"5,405","50,02"
"5,422","50,02"
"5,438","50,02"
"5,454","50,02"
"5,47","50,02"
"5,486","50,02"
"5,502","50,02"
"5,518","50,02"
"5,534","50,02"
"5,55","50,02"
"5,566","50,02"
"5,582","50,02"
"5,598","50,02"
"5,614","50,02"
"5,63","50,02"
"5,646","50,02"
"5,662","50,02"
"5,678","50,02"
"5,694","50,02"
"5,71","50,02"
"5,726","50,02"
"5,742","50,02"
"5,758","50,02"
"5,774","50,02"
"5,79","50,02"
"5,806","50,02"
"5,822","50,02"
"5,838","50,02"
"5,854","50,02"
"5,87","50,02"
"5,886","50,02"
"5,902","50,02"
"5,918","50,02"
"5,934","50,02"
"5,95","50,02"
"5,966","50,02"
"5,982","50,02"
"5,998","50,02"
"6,014","50,02"
"6,03","50,02"
"6,046","50,02"
"6,062","50,02"
"6,078","50,02"
"6,094","50,02"
"6,11","50,02"
"6,126","50,02"
"6,142","50,02"
"6,158","50,02"
"6,174","50,02"
"6,19","50,02"
"6,206","50,02"
"6,222","50,02"
"6,238","50,02"
"6,254","50,02"
"6,27","50,02"
"6,286","50,02"
"6,302","50,02"
"6,318","50,02"
"6,334","50,02"
"6,35","50,02"
"6,366","50,02"
"6,382","50,02"
"6,398","50,02"
"6,415","50,02"
"6,431","50,02"
"6,447","50,02"
"6,463","50,02"
"6,479","50,02"
"6,495","50,02"
"6,511","50,02"
"6,527","50,02"
"6,543","50,02"
"6,559","50,02"
"6,575","50,02"
"6,591","50,02"
"6,607","50,02"
"6,623","50,02"
"6,639","50,02"
"6,655","50,02"
"6,671","50,02"
"6,687","50,02"
"6,703","50,02"
"6,719","50,02"
"6,735","50,02"
"6,751","50,02"
"6,767","50,02"
"6,783","50,02"
"6,799","50,02"
"6,815","50,02"
"6,831","50,02"
"6,847","50,02"
"6,863","50,02"
"6,879","50,02"
"6,895","50,02"
"6,911","50,02"
"6,927","50,02"
"6,943","50,02"
"6,959","50,02"
"6,975","50,02"
"6,991","50,02"
"7,007","50,02"
"7,023","50,02"
"7,039","50,02"
"7,055","50,02"
"7,071","50,02"
"7,087","50,02"
"7,103","50,02"
"7,119","50,02"
"7,135","50,02"
"7,151","50,02"
"7,167","50,02"
"7,183","50,02"
"7,199","50,02"
"7,215","50,02"
"7,231","50,02"
"7,247","50,02"
"7,263","50,02"
"7,279","50,02"
"7,295","50,02"
"7,311","50,02"
"7,327","50,02"
"7,343","50,02"
"7,359","50,02"
"7,375","50,02"
"7,392","50,02"
"7,408","50,02"
"7,424","50,02"
"7,44","50,02"
"7,456","50,02"
"7,472","50,02"
"7,488","50,02"
"7,504","50,02"
"7,52","50,02"
"7,536","50,02"
"7,552","50,02"
"7,568","50,02"
"7,584","50,02"
"7,6","50,02"
"7,616","50,02"
"7,632","50,02"
"7,648","50,02"
"7,664","50,02"
"7,68","50,02"
"7,696","50,02"
"7,712","50,02"
"7,728","50,02"
"7,744","50,02"
"7,76","50,02"
"7,776","50,02"
"7,792","50,02"
"7,808","50,02"
"7,824","50,02"
"7,84","50,02"
"7,856","50,02"
"7,872","50,02"
"7,888","50,02"
"7,904","50,02"
"7,92","50,02"
"7,936","50,02"
"7,952","50,02"
"7,968","50,02"
"7,984","50,02"
"8","50,02"
